run_seed,model,folder,q25,q50,q90,region,pixel_count,raw_temporal_variance_DN2,output_temporal_variance_DN2,corrected_temporal_variance_DN2,temporal_variance_reduction,corrected_temporal_variance_reduction,output_input_MAE_DN,corrected_output_input_MAE_DN,gradient_ratio,corrected_gradient_ratio,edge_contrast_change,corrected_edge_contrast_change,removed_residual_std_DN,corrected_removed_residual_std_DN,removed_temporal_mean_correlation,corrected_removed_temporal_mean_correlation,local_variance_ratio,corrected_local_variance_ratio
20260719,G,5,14.611557069643117,40.57598426647268,422.92046657229156,flat,65536,11793.585747683734,11383.710837465534,11383.71866391017,0.034754053515801964,0.03475338989705168,3.212800979614258,3.22269344329834,0.9857809400064027,0.9857809455793233,-0.014219059993597294,-0.014219054420676724,4.460098743438721,4.460098743438721,0.04263797701967503,0.042638274174122685,0.9984328283913162,0.998432825231413
20260719,G,5,14.611557069643117,40.57598426647268,422.92046657229156,low_gradient,65536,18273.345023653426,17679.628800635142,17679.6447029078,0.03249083417676213,0.032489963932554544,3.586458683013916,3.6023733615875244,0.9866306072195016,0.9866306082890008,-0.013369392780498424,-0.013369391710999157,5.172049045562744,5.172048091888428,0.10922070194513052,0.10922144706250271,0.9992117588619056,0.9992117542165216
20260719,G,5,14.611557069643117,40.57598426647268,422.92046657229156,medium_gradient,104857,125064.73594123567,122037.04732989782,122037.20897144485,0.02420897136632083,0.024207678903295116,7.184876918792725,7.046220302581787,0.9938352868884949,0.9938352851138876,-0.006164713111505127,-0.006164714886112366,9.165238380432129,9.165238380432129,0.29110443724211726,0.2911065205639097,0.9992141440546989,0.9992141498636187
20260719,G,5,14.611557069643117,40.57598426647268,422.92046657229156,high_gradient,26215,208478.031380446,205346.15797311597,205346.33382454282,0.015022558427821742,0.015021714926827134,8.0636568069458,7.864291667938232,0.9976413043308029,0.9976412976946655,-0.0023586956691971084,-0.0023587023053345257,9.90059757232666,9.900593757629395,0.10657099505955202,0.10657189019014941,0.9992290009845209,0.9992289979548706
20260719,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,flat,65536,11793.585747683734,11266.176251724186,11266.194427446884,0.04472002894142113,0.04471848778819698,5.199193000793457,4.604285717010498,0.9839885845451544,0.9839885842173356,-0.016011415454845634,-0.016011415782664407,7.028615474700928,7.028616905212402,0.04953456193983047,0.04953478044243034,0.9976646545635304,0.9976646477923092
20260719,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,low_gradient,65536,18273.345023653426,17502.358252037582,17502.403121469313,0.04219187951728931,0.04218942405926163,5.424011707305908,4.880475044250488,0.9842645040553987,0.9842645061943974,-0.01573549594460133,-0.015735493805602574,6.860218524932861,6.860213279724121,0.19313519016109432,0.19313590573533376,0.9984396629106117,0.9984396616718426
20260719,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,medium_gradient,104857,125064.73594123567,120910.11141678611,120910.61411449246,0.033219792079533184,0.03321577257953123,11.165205001831055,9.883268356323242,0.9916350416790416,0.9916350413832737,-0.008364958320958404,-0.008364958616726259,12.840227127075195,12.840226173400879,0.44412516251951045,0.4441267537877827,0.9983665457851203,0.9983665310919705
20260719,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,high_gradient,26215,208478.031380446,204113.98677843597,204114.53841964246,0.020932875148107044,0.020930229108124587,12.709084510803223,11.415821075439453,0.996499163897852,0.996499158683744,-0.0035008361021480194,-0.0035008413162560537,14.265129089355469,14.265127182006836,0.19712782802712508,0.19712900572491995,0.9983135503684187,0.9983135400676081
20260720,G,5,14.611557069643117,40.57598426647268,422.92046657229156,flat,65536,11793.585747683734,11212.47719413648,11212.550710112222,0.04927327158844663,0.049267038032570154,6.762680530548096,9.161397933959961,0.9879913071174165,0.9879913081008731,-0.01200869288258355,-0.0120086918991269,7.007851600646973,7.007881164550781,0.3284846730126381,0.32848490239208633,0.9926268389114925,0.9926268353001746
20260720,G,5,14.611557069643117,40.57598426647268,422.92046657229156,low_gradient,65536,18273.345023653426,17373.886805945942,17374.031156986483,0.04922241749078815,0.04921451794966125,7.826616287231445,9.071598052978516,0.9880818563537379,0.9880818531452397,-0.011918143646262092,-0.011918146854760336,11.929455757141113,11.929486274719238,0.36736008518097857,0.3673603764624718,0.994144105473485,0.9941440977311784
20260720,G,5,14.611557069643117,40.57598426647268,422.92046657229156,medium_gradient,104857,125064.73594123567,119276.5435957241,119277.89556525508,0.04628157011606593,0.04627075995826402,23.57250213623047,14.802946090698242,0.9903576712872697,0.9903576692168944,-0.009642328712730297,-0.009642330783105613,17.509990692138672,17.509984970092773,0.7618505892220221,0.7618509893343806,0.9945647404099124,0.9945647281086707
20260720,G,5,14.611557069643117,40.57598426647268,422.92046657229156,high_gradient,26215,208478.031380446,201905.58987931072,201907.07336341706,0.03152582292539685,0.03151870714395688,24.85743522644043,15.308873176574707,0.9943623214196878,0.994362320945678,-0.0056376785803121665,-0.005637679054321998,17.51787567138672,17.5177001953125,0.5871170194833971,0.5871176389567483,0.9942007681121224,0.9942007644765422
20260720,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,flat,65536,11793.585747683734,10990.975848314072,10990.92424515358,0.06805478134818277,0.06805915687582953,5.194589138031006,5.198658466339111,0.9815383077984817,0.9815383084541195,-0.018461692201518276,-0.01846169154588051,7.69499397277832,7.695049285888672,-0.10583275525300317,-0.10583270139983302,0.9994808554367401,0.9994808590480581
20260720,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,low_gradient,65536,18273.345023653426,17099.895839675235,17099.745312981802,0.06421644107629187,0.06422467857704706,5.8355231285095215,5.839789867401123,0.9819359301585602,0.98193593069331,-0.018064069841439823,-0.018064069306690023,7.898365497589111,7.898384094238281,-0.36270091277271843,-0.36270075242300576,1.001419956683027,1.0014199628768725
20260720,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,medium_gradient,104857,125064.73594123567,119151.33412611789,119149.47864242797,0.047282727386050105,0.04729756357209369,11.800697326660156,11.824522018432617,0.9907786906816352,0.99077869423085,-0.009221309318364845,-0.009221305769150034,15.394673347473145,15.394618034362793,-0.5145757975973482,-0.5145755854750038,1.0019563956393687,1.001956388121943
20260720,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,high_gradient,26215,208478.031380446,202279.8698960618,202277.83208991127,0.02973052576975521,0.02974030045026732,14.977681159973145,14.99516773223877,0.9975907099435216,0.9975907137356002,-0.002409290056478386,-0.002409286264399846,18.775379180908203,18.775239944458008,-0.26255246061235354,-0.2625522862067973,1.0016155836897604,1.0016155836897604
20260721,G,5,14.611557069643117,40.57598426647268,422.92046657229156,flat,65536,11793.585747683734,11722.66414274103,11723.169980325063,0.006013574366611318,0.005970683460074899,6.792816162109375,37.826873779296875,1.0008898944267328,1.000889889837269,0.0008898944267328179,0.0008898898372688979,12.883200645446777,12.885797500610352,0.5131988109298621,0.5131987293468652,0.9789435488060643,0.9789435650569951
20260721,G,5,14.611557069643117,40.57598426647268,422.92046657229156,low_gradient,65536,18273.345023653426,18184.625943043513,18185.968585601895,0.004855108930251872,0.004781633463300183,8.931766510009766,38.566322326660156,0.9998661339737056,0.9998661296957081,-0.0001338660262943936,-0.00013387030429190538,24.748394012451172,24.7495174407959,0.7284082853339036,0.7284082138884671,0.9752395064042814,0.975239515385357
20260721,G,5,14.611557069643117,40.57598426647268,422.92046657229156,medium_gradient,104857,125064.73594123567,124755.32331476743,124770.98925707469,0.00247401974776984,0.0023487570812847913,73.27945709228516,60.08871841430664,0.9973530361233598,0.9973530373064315,-0.002646963876640207,-0.0026469626935684554,59.94110107421875,59.93937301635742,0.9481887674714706,0.9481887491504553,0.9707292765683666,0.9707292810104818
20260721,G,5,14.611557069643117,40.57598426647268,422.92046657229156,high_gradient,26215,208478.031380446,205484.20825085207,205501.43161410422,0.014360377013204695,0.014277762249729986,70.64847564697266,54.162906646728516,0.9885000043665786,0.9885000081586572,-0.011499995633421412,-0.01149999184134276,57.30123519897461,57.29957580566406,0.8308656309574847,0.8308655831246169,0.967551249984606,0.9675512533172212
20260721,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,flat,65536,11793.585747683734,11580.55302621764,11580.960448506703,0.018063439400348047,0.018028893309126937,8.696063995361328,27.13855743408203,0.9910375182110501,0.9910375146050427,-0.008962481788949872,-0.008962485394957254,6.892277717590332,6.895733833312988,0.7059613021164025,0.7059613898513538,0.9841640262752326,0.9841640244695736
20260721,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,low_gradient,65536,18273.345023653426,17975.199312735724,17976.306162328237,0.01631588034548548,0.016255308534955937,10.279949188232422,27.738954544067383,0.9916551852612833,0.9916551815180354,-0.008344814738716733,-0.008344818481964555,16.91822052001953,16.91951560974121,0.7885286368254316,0.7885287116146437,0.9815048391889147,0.9815048388792225
20260721,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,medium_gradient,104857,125064.73594123567,123652.61838272544,123665.63940854848,0.011291092951843273,0.011186978664750047,51.01153564453125,43.30683898925781,0.9933397668135945,0.9933397617855403,-0.0066602331864055175,-0.006660238214459713,48.263248443603516,48.261741638183594,0.8693761537119042,0.8693762307401942,0.9783116912541346,0.978311693987744
20260721,CG_NC,5,14.611557069643117,40.57598426647268,422.92046657229156,high_gradient,26215,208478.031380446,205336.45167229138,205350.76304159404,0.015069116334956223,0.015000469441046715,46.30390548706055,36.929019927978516,0.9898958817878033,0.9898958770477049,-0.0101041182121967,-0.010104122952295125,41.50782775878906,41.506256103515625,0.8330699275601305,0.8330700653944959,0.9762631906012299,0.9762631803004193
20260719,G,9,5.580510728257661,11.795109155889726,57.53932394412241,flat,65536,3207.186998861495,3095.0741304407843,3095.077658237821,0.034956760694187516,0.034955660728068216,2.3027336597442627,2.3384604454040527,0.9873620789241035,0.987362094158169,-0.012637921075896452,-0.012637905841830999,4.266941547393799,4.266942024230957,0.03843107928186459,0.03843117611800388,0.995382988001099,0.9953829883085646
20260719,G,9,5.580510728257661,11.795109155889726,57.53932394412241,low_gradient,65536,4495.509082521985,4337.452044760445,4337.4555580668675,0.03515887408081275,0.035158092566114685,2.3230080604553223,2.353928327560425,0.9866739310539987,0.9866739426349008,-0.013326068946001302,-0.013326057365099175,3.953735589981079,3.9537341594696045,0.05637520446187781,0.05637547364777667,0.9972406152663953,0.9972406165249185
