source,content_id,content_sha256,condition_id,seed,source_mean_DN,target_iccd_signal_DN,gain,scaled_mean_DN,relative_mean_error,source_zero_ratio,scaled_zero_ratio,added_zero_ratio,clipping_high_ratio,unique_values,scaled_std_DN,effective_dynamic_range_DN,round_trip_max_error_DN,scale_gate_pass,failure_reason,scene_id,patch_top,patch_left
sCMOS,content_000,5e1a0e1240676155d19f3f09fd959b80db2ac559056423b3ae5fef6e9ad48643,low,2179588939,13987.384021759033,935.1195068359376,0.06685449583576518,935.1192474365234,2.773970730798767e-07,0.0,0.0,0.0,0.0,2445,262.5700011173686,1624.0,0.5,True,,,,
sCMOS,content_000,5e1a0e1240676155d19f3f09fd959b80db2ac559056423b3ae5fef6e9ad48643,mid,3931316008,13987.384021759033,1491.98291015625,0.10666632930327027,1491.9867515563965,2.574694468907877e-06,0.0,0.0,0.0,0.0,3735,418.92946420247785,2591.140000000014,0.5,True,,,,
sCMOS,content_000,5e1a0e1240676155d19f3f09fd959b80db2ac559056423b3ae5fef6e9ad48643,high,2457697530,13987.384021759033,2510.12255859375,0.17945618385031517,2510.1218910217285,2.659519628628691e-07,0.0,0.0,0.0,0.0,5818,704.810270073267,4359.710000000021,0.5,True,,,,
sCMOS,content_001,d2917e2e359321ecdd23dc24b97447234553e718de97299c92e13c0cb7c7097a,low,1868172075,14075.20463180542,935.1195068359376,0.06643736494763773,935.1197052001953,2.1212717331712688e-07,0.0,0.0,0.0,0.0,2418,259.69534009830244,1596.0,0.5,True,,,,
sCMOS,content_001,d2917e2e359321ecdd23dc24b97447234553e718de97299c92e13c0cb7c7097a,mid,542897544,14075.20463180542,1491.98291015625,0.10600079708858016,1491.9833984375,3.2727000200616513e-07,0.0,0.0,0.0,0.0,3704,414.34349472736585,2546.570000000007,0.5,True,,,,
sCMOS,content_001,d2917e2e359321ecdd23dc24b97447234553e718de97299c92e13c0cb7c7097a,high,3129077439,14075.20463180542,2510.12255859375,0.17833648776385697,2510.1224975585938,2.4315608033176605e-08,0.0,0.0,0.0,0.0,5789,697.0948222401269,4284.140000000014,0.5,True,,,,
sCMOS,content_002,91477b3470d1922272b276e55d54337dc538324b6b1d7679a753f9cf13d2cef5,low,2146050556,14039.882427215576,935.1195068359376,0.06660451123317511,935.1208267211914,1.4114615769897856e-06,0.0,0.0,0.0,0.0,2409,260.604025580393,1597.0,0.5,True,,,,
sCMOS,content_002,91477b3470d1922272b276e55d54337dc538324b6b1d7679a753f9cf13d2cef5,mid,2905330284,14039.882427215576,1491.98291015625,0.10626747894014549,1491.9835395812988,4.218714869610722e-07,0.0,0.0,0.0,0.0,3674,415.7920654173449,2547.0,0.5,True,,,,
sCMOS,content_002,91477b3470d1922272b276e55d54337dc538324b6b1d7679a753f9cf13d2cef5,high,3624578085,14039.882427215576,2510.12255859375,0.1787851551896196,2510.1192474365234,1.3191217357998307e-06,0.0,0.0,0.0,0.0,5712,699.5341562007874,4286.0,0.5,True,,,,
sCMOS,content_003,607b985f06645c486b84312597b830fe8aa88cb770cdb73173dce78eb0718eda,low,1700311549,14008.418361663818,935.1195068359376,0.0667541104708177,935.1201972961426,7.383657381939058e-07,0.0,0.0,0.0,0.0,2461,262.19951590794795,1614.0,0.5,True,,,,
sCMOS,content_003,607b985f06645c486b84312597b830fe8aa88cb770cdb73173dce78eb0718eda,mid,2017060756,14008.418361663818,1491.98291015625,0.10650616448172977,1491.9837951660156,5.931768786361742e-07,0.0,0.0,0.0,0.0,3757,418.33971765337986,2574.570000000007,0.5,True,,,,
sCMOS,content_003,607b985f06645c486b84312597b830fe8aa88cb770cdb73173dce78eb0718eda,high,1975167788,14008.418361663818,2510.12255859375,0.179186721426245,2510.1218795776367,2.7051113936908974e-07,0.0,0.0,0.0,0.0,5831,703.8174218140714,4332.570000000007,0.5,True,,,,
sCMOS,content_004,956b882b38b9dfdeace0de1e9df0385f5491677e5e799cd0e621e1ccbea9bf35,low,46275965,14095.020023345947,935.1195068359376,0.06634396441346482,935.1184959411621,1.0810327109149575e-06,0.0,0.0,0.0,0.0,2424,261.66053146608493,1619.0,0.5,True,,,,
sCMOS,content_004,956b882b38b9dfdeace0de1e9df0385f5491677e5e799cd0e621e1ccbea9bf35,mid,95403734,14095.020023345947,1491.98291015625,0.10585177656257601,1491.983299255371,2.6079328284866284e-07,0.0,0.0,0.0,0.0,3710,417.4808126226844,2583.0,0.5,True,,,,
sCMOS,content_004,956b882b38b9dfdeace0de1e9df0385f5491677e5e799cd0e621e1ccbea9bf35,high,1946068576,14095.020023345947,2510.12255859375,0.17808577458110517,2510.1225357055664,9.118353012441228e-09,0.0,0.0,0.0,0.0,5782,702.374130082585,4345.57,0.5,True,,,,
sCMOS,content_005,98598ee69a182c6c2ad1243e388b09e1a3a0de50819b64ab5f93c31ad824d51b,low,3535603540,15356.639362335205,935.1195068359376,0.060893499207221,935.1205177307129,1.0810327106718083e-06,0.0,0.0,0.0,0.0,2410,270.6350083505758,1793.570000000007,0.5,True,,,,
sCMOS,content_005,98598ee69a182c6c2ad1243e388b09e1a3a0de50819b64ab5f93c31ad824d51b,mid,1550075995,15356.639362335205,1491.98291015625,0.09715556085894642,1491.9830169677734,7.159031293884862e-08,0.0,0.0,0.0,0.0,3701,431.79843386794755,2862.0,0.5,True,,,,
sCMOS,content_005,98598ee69a182c6c2ad1243e388b09e1a3a0de50819b64ab5f93c31ad824d51b,high,2760152787,15356.639362335205,2510.12255859375,0.16345520001923444,2510.1232566833496,2.781097668794574e-07,0.0,0.0,0.0,0.0,5769,726.4602070244695,4815.0,0.5,True,,,,
sCMOS,content_006,c03bec1b78e68f54b17cc0bd537848a73d26c4ee6028feb09174d7e4e61f4229,low,1716790567,16435.023273468018,935.1195068359376,0.05689797277899531,935.1201705932617,7.098101571540805e-07,0.0,0.0,0.0,0.0,2382,277.0785115136322,1848.0,0.5,True,,,,
sCMOS,content_006,c03bec1b78e68f54b17cc0bd537848a73d26c4ee6028feb09174d7e4e61f4229,mid,1673766923,16435.023273468018,1491.98291015625,0.09078069956644612,1491.984519958496,1.0789682878640757e-06,0.0,0.0,0.0,0.0,3678,442.080576060419,2948.0,0.5,True,,,,
sCMOS,content_006,c03bec1b78e68f54b17cc0bd537848a73d26c4ee6028feb09174d7e4e61f4229,high,866536022,16435.023273468018,2510.12255859375,0.15273008847185401,2510.1229362487793,1.5045282470528024e-07,0.0,0.0,0.0,0.0,5771,743.7597542083276,4960.0,0.5,True,,,,
sCMOS,content_007,a62de1b09dd54e4e8b2b5a216d6c3d464035e35fac308c066f429c4483d889af,low,3258059327,15988.384998321533,935.1195068359376,0.05848742740021002,935.1195030212402,4.079368841549691e-09,0.0,0.0,0.0,0.0,2431,283.4775507771646,1915.0,0.5,True,,,,
sCMOS,content_007,a62de1b09dd54e4e8b2b5a216d6c3d464035e35fac308c066f429c4483d889af,mid,1559503308,15988.384998321533,1491.98291015625,0.09331667396756327,1491.9833030700684,2.63350079739336e-07,0.0,0.0,0.0,0.0,3747,452.29006553599993,3056.0,0.5,True,,,,
sCMOS,content_007,a62de1b09dd54e4e8b2b5a216d6c3d464035e35fac308c066f429c4483d889af,high,2872886054,15988.384998321533,2510.12255859375,0.15699662966942962,2510.1218299865723,2.902675708960457e-07,0.0,0.0,0.0,0.0,5863,760.9338710442789,5141.0,0.5,True,,,,
sCMOS,content_008,38a2a28c373821b15f0f7d74538f2a5638545682037d542a91b15dfa8e2f8dcd,low,694235077,15644.016048431396,935.1195068359376,0.05977490076339449,935.1191444396973,3.875400285192025e-07,0.0,0.0,0.0,0.0,2480,286.3758739773579,1940.5700000000002,0.5,True,,,,
sCMOS,content_008,38a2a28c373821b15f0f7d74538f2a5638545682037d542a91b15dfa8e2f8dcd,mid,3892438674,15644.016048431396,1491.98291015625,0.09537083735642479,1491.983139038086,1.534078134403899e-07,0.0,0.0,0.0,0.0,3802,456.91205131897374,3096.0,0.5,True,,,,
sCMOS,content_008,38a2a28c373821b15f0f7d74538f2a5638545682037d542a91b15dfa8e2f8dcd,high,664072537,15644.016048431396,2510.12255859375,0.1604525686257805,2510.122604370117,1.8236706024882455e-08,0.0,0.0,0.0,0.0,5928,768.7123692316321,5209.140000000007,0.5,True,,,,
sCMOS,content_009,ab75d05accdfcd2423921ca0caad000be1c2fe8557e1fb52d0de7cd1750a4696,low,587602676,15048.499168395996,935.1195068359376,0.06214038332804792,935.1194915771484,1.6317475001474783e-08,0.0,0.0,0.0,0.0,2542,290.4106498510294,1983.0,0.499755859375,True,,,,
sCMOS,content_009,ab75d05accdfcd2423921ca0caad000be1c2fe8557e1fb52d0de7cd1750a4696,mid,2535536796,15048.499168395996,1491.98291015625,0.0991449641230421,1491.9829788208008,4.602234403211697e-08,0.0,0.0,0.0,0.0,3869,463.3481734163207,3163.570000000007,0.5,True,,,,
sCMOS,content_009,ab75d05accdfcd2423921ca0caad000be1c2fe8557e1fb52d0de7cd1750a4696,high,1667822381,15048.499168395996,2510.12255859375,0.1668021860854647,2510.1214332580566,4.4831902311169367e-07,0.0,0.0,0.0,0.0,6029,779.5415791094089,5323.0,0.5,True,,,,
sCMOS,content_010,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd,low,3993490407,14798.688564300537,935.1195068359376,0.0631893497030381,935.1200981140137,6.32302151474555e-07,0.0,0.0,0.0,0.0,2553,292.9113742511666,2010.0,0.5,True,,,,
sCMOS,content_010,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd,mid,1826815916,14798.688564300537,1491.98291015625,0.10081858967931925,1491.982292175293,4.1420109628905274e-07,0.0,0.0,0.0,0.0,3894,467.33858656377345,3206.0,0.5,True,,,,
sCMOS,content_010,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd,high,3071868805,14798.688564300537,2510.12255859375,0.16961790551150716,2510.12215423584,1.61090903219795e-07,0.0,0.0,0.0,0.0,6027,786.2541448059412,5394.0,0.5,True,,,,
sCMOS,content_011,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb,low,1928172804,14651.540088653564,935.1195068359376,0.06382397353300164,935.119556427002,5.303179323810073e-08,0.0,0.0,0.0,0.0,2570,291.87135961566383,1989.570000000007,0.5,True,,,,
sCMOS,content_011,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb,mid,1767039501,14651.540088653564,1491.98291015625,0.10183113182153938,1491.9832496643066,2.2755492326991167e-07,0.0,0.0,0.0,0.0,3895,465.680496203903,3174.0,0.5,True,,,,
sCMOS,content_011,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb,high,3750647965,14651.540088653564,2510.12255859375,0.17132141354461689,2510.123867034912,5.212658472112234e-07,0.0,0.0,0.0,0.0,6055,783.4634929370625,5340.570000000007,0.5,True,,,,
sCMOS,content_012,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5,low,2795259703,14291.417861938477,935.1195068359376,0.06543224163407806,935.1203155517578,8.648261685131316e-07,0.0,0.0,0.0,0.0,2606,293.076311200492,1989.0,0.5,True,,,,
sCMOS,content_012,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5,mid,2483308785,14291.417861938477,1491.98291015625,0.10439712312448463,1491.9841537475586,8.335157863594518e-07,0.0,0.0,0.0,0.0,3956,467.60394043977226,3173.710000000014,0.5,True,,,,
sCMOS,content_012,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5,high,2328368279,14291.417861938477,2510.12255859375,0.17563845538928766,2510.121799468994,3.02425374912634e-07,0.0,0.0,0.0,0.0,6108,786.698921860942,5339.570000000007,0.5,True,,,,
sCMOS,content_013,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56,low,110852158,13512.396873474121,935.1195068359376,0.06920456197313517,935.1184959411621,1.0810327109149575e-06,0.0,0.0,0.0,0.0,2626,291.91194403357355,1883.0,0.5,True,,,,
sCMOS,content_013,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56,mid,3955388395,13512.396873474121,1491.98291015625,0.1104158591644927,1491.982135772705,5.190297688066525e-07,0.0,0.0,0.0,0.0,3994,465.74411345017853,3005.570000000007,0.5,True,,,,
sCMOS,content_013,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56,high,1756796098,13512.396873474121,2510.12255859375,0.18576441930308563,2510.1222610473633,1.1853858916173594e-07,0.0,0.0,0.0,0.0,6142,783.5719382740891,5056.0,0.5,True,,,,
sCMOS,content_014,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c,low,1910507016,12809.495628356934,935.1195068359376,0.073002055191449,935.120044708252,5.751909893949046e-07,0.0,0.0,0.0,0.0,2676,284.71184127585406,1711.570000000007,0.49993896484375,True,,,,
sCMOS,content_014,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c,mid,3627161212,12809.495628356934,1491.98291015625,0.11647475852627508,1491.9833641052246,3.0425882999010665e-07,0.0,0.0,0.0,0.0,4031,454.25733886589444,2731.0,0.5,True,,,,
sCMOS,content_014,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c,high,3939518735,12809.495628356934,2510.12255859375,0.19595795427237458,2510.1226348876953,3.039451004147076e-08,0.0,0.0,0.0,0.0,6173,764.2475836806645,4594.570000000007,0.5,True,,,,
sCMOS,content_015,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976,low,964424748,12939.927913665771,935.1195068359376,0.07226620681931034,935.1196556091309,1.590953799574515e-07,0.0,0.0,0.0,0.0,2641,285.86310640896556,1732.140000000014,0.5,True,,,,
sCMOS,content_015,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976,mid,1804440096,12939.927913665771,1491.98291015625,0.11530071265548371,1491.982852935791,3.8351953360097476e-08,0.0,0.0,0.0,0.0,3991,456.0943612290387,2765.710000000021,0.5,True,,,,
sCMOS,content_015,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976,high,4073267885,12939.927913665771,2510.12255859375,0.19398273122857404,2510.123245239258,2.735505903732368e-07,0.0,0.0,0.0,0.0,6130,767.3360332636325,4651.850000000035,0.5,True,,,,
sCMOS,content_016,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395,low,1227573214,12976.97067642212,935.1195068359376,0.07205992293216458,935.118537902832,1.0361596549952323e-06,0.0,0.0,0.0,0.0,2619,282.64526019595854,1743.0,0.5,True,,,,
sCMOS,content_016,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395,mid,3716254286,12976.97067642212,1491.98291015625,0.1149715867715596,1491.9829635620117,3.579515646942431e-08,0.0,0.0,0.0,0.0,3962,450.9587944048553,2780.0,0.5,True,,,,
sCMOS,content_016,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395,high,874841841,12976.97067642212,2510.12255859375,0.1934290075228725,2510.122211456299,1.3829502068869194e-07,0.0,0.0,0.0,0.0,6087,758.6963958349722,4677.0,0.5,True,,,,
sCMOS,content_017,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978,low,3101201735,12949.956771850586,935.1195068359376,0.07221024157150961,935.1199035644531,4.2425434675582846e-07,0.0,0.0,0.0,0.0,2612,281.30560502565635,1739.570000000007,0.5,True,,,,
sCMOS,content_017,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978,mid,133028596,12949.956771850586,1491.98291015625,0.11521142011835776,1491.9829635620117,3.579515646942431e-08,0.0,0.0,0.0,0.0,3978,448.8226466800606,2775.140000000007,0.5,True,,,,
sCMOS,content_017,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978,high,2456160227,12949.956771850586,2510.12255859375,0.1938325048350757,2510.1236419677734,4.3160204258888475e-07,0.0,0.0,0.0,0.0,6092,755.1028994550333,4668.570000000007,0.5,True,,,,
sCMOS,content_018,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9,low,1073931043,13092.589702606201,935.1195068359376,0.0714235707432116,935.1295890808105,1.0781771526772429e-05,0.0,0.0,0.0,0.0,2586,280.9232471129225,1776.570000000007,0.5,True,,,,
sCMOS,content_018,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9,mid,1196258119,13092.589702606201,1491.98291015625,0.11395628703305787,1491.9824676513672,2.965884393180871e-07,0.0,0.0,0.0,0.0,3927,448.2187987473604,2833.570000000007,0.5,True,,,,
sCMOS,content_018,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9,high,1567544790,13092.589702606201,2510.12255859375,0.19172086009035225,2510.1240768432617,6.04850749825268e-07,0.0,0.0,0.0,0.0,6071,754.0884087694866,4768.0,0.5,True,,,,
sCMOS,content_019,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa,low,740992083,13146.443019866943,935.1195068359376,0.07113098998891049,935.120491027832,1.052477129631983e-06,0.0,0.0,0.0,0.0,2572,282.5042541870257,1803.570000000007,0.5,True,,,,
sCMOS,content_019,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa,mid,3707745065,13146.443019866943,1491.98291015625,0.1134894745218582,1491.9831733703613,1.7641898545644838e-07,0.0,0.0,0.0,0.0,3905,450.73509825883883,2877.280000000021,0.5,True,,,,
sCMOS,content_019,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa,high,2564789446,13146.443019866943,2510.12255859375,0.19093549143296368,2510.1233406066895,3.1154372792507524e-07,0.0,0.0,0.0,0.0,6054,758.3207812101853,4840.280000000028,0.5,True,,,,
sCMOS,content_020,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9,low,3546191114,13257.504920959473,935.1195068359376,0.07053510539208317,935.1210136413574,1.6113506442685622e-06,0.0,0.0,0.0,0.0,2576,285.0745361977649,1816.570000000007,0.5,True,,,,
sCMOS,content_020,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9,mid,1949535545,13257.504920959473,1491.98291015625,0.11253874081521156,1491.983226776123,2.122141419258727e-07,0.0,0.0,0.0,0.0,3911,454.8358952181084,2899.140000000014,0.5,True,,,,
sCMOS,content_020,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9,high,1241485323,13257.504920959473,2510.12255859375,0.18933597034728367,2510.1228828430176,1.291766676762507e-07,0.0,0.0,0.0,0.0,6048,765.2206150024258,4877.710000000021,0.5,True,,,,
sCMOS,content_021,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33,low,331688550,13132.439971923828,935.1195068359376,0.07120683656922498,935.1196556091309,1.590953799574515e-07,0.0,0.0,0.0,0.0,2579,279.1975711503893,1740.0,0.5,True,,,,
sCMOS,content_021,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33,mid,1192588232,13132.439971923828,1491.98291015625,0.1136104877194183,1491.9823036193848,4.065307056170332e-07,0.0,0.0,0.0,0.0,3909,445.4584272658439,2777.0,0.5,True,,,,
sCMOS,content_021,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33,high,1732210579,13132.439971923828,2510.12255859375,0.1911390848890384,2510.121780395508,3.100240024230017e-07,0.0,0.0,0.0,0.0,6028,749.4414459684101,4672.0,0.5,True,,,,
sCMOS,content_022,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7,low,1170621753,13020.141437530518,935.1195068359376,0.07182099452011009,935.1189231872559,6.241434142777542e-07,0.0,0.0,0.0,0.0,2569,277.62665042838097,1685.0,0.5,True,,,,
sCMOS,content_022,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7,mid,4058057533,13020.141437530518,1491.98291015625,0.11459037655732478,1491.9830055236816,6.391992226682912e-08,0.0,0.0,0.0,0.0,3911,442.9551395809616,2689.0,0.5,True,,,,
sCMOS,content_022,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7,high,2942624792,13020.141437530518,2510.12255859375,0.1927876567729387,2510.1222648620605,1.1701886365966241e-07,0.0,0.0,0.0,0.0,6033,745.2303708789808,4524.0,0.5,True,,,,
sCMOS,content_023,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73,low,2087308787,12972.147979736328,935.1195068359376,0.07208671287875217,935.1191902160645,3.3858760387950216e-07,0.0,0.0,0.0,0.0,2574,277.86183706349186,1701.0,0.5,True,,,,
sCMOS,content_023,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73,mid,3699992953,12972.147979736328,1491.98291015625,0.11501433012380545,1491.9833030700684,2.63350079739336e-07,0.0,0.0,0.0,0.0,3903,443.3275803746071,2713.0,0.5,True,,,,
sCMOS,content_023,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73,high,1695060350,12972.147979736328,2510.12255859375,0.1935009192398043,2510.122646331787,3.495368654769137e-08,0.0,0.0,0.0,0.0,6013,745.8588284331984,4564.0,0.5,True,,,,
sCMOS,content_024,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00,low,4242263820,12879.663246154785,935.1195068359376,0.07260434445870445,935.1189041137695,6.445402578776294e-07,0.0,0.0,0.0,0.0,2580,277.75287314067174,1685.5700000000002,0.5,True,,,,
sCMOS,content_024,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00,mid,1670953221,12879.663246154785,1491.98291015625,0.11584021116403649,1491.983196258545,1.9175976680048736e-07,0.0,0.0,0.0,0.0,3895,443.1534521396895,2689.0,0.5,True,,,,
sCMOS,content_024,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00,high,3353488220,12879.663246154785,2510.12255859375,0.19489038731995928,2510.1231384277344,2.3099827631517774e-07,0.0,0.0,0.0,0.0,6005,745.565624925635,4524.570000000007,0.5,True,,,,
sCMOS,content_025,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328,low,1927432296,12871.132038116455,935.1195068359376,0.07265246786892428,935.1194076538086,1.0606358684092544e-07,0.0,0.0,0.0,0.0,2552,276.0605316147319,1641.570000000007,0.5,True,,,,
sCMOS,content_025,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328,mid,3015464498,12871.132038116455,1491.98291015625,0.1159169920515076,1491.9835891723633,4.5510984653982334e-07,0.0,0.0,0.0,0.0,3884,440.45481339170925,2618.570000000007,0.49981689453125,True,,,,
sCMOS,content_025,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328,high,3989368718,12871.132038116455,2510.12255859375,0.1950195640259377,2510.121742248535,3.252212574437371e-07,0.0,0.0,0.0,0.0,6011,741.0233575244317,4405.570000000007,0.5,True,,,,
sCMOS,content_026,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638,low,3278150922,12856.98575592041,935.1195068359376,0.07273240591445253,935.1199226379395,4.446511903557036e-07,0.0,0.0,0.0,0.0,2560,276.6107458069224,1669.5700000000002,0.5,True,,,,
sCMOS,content_026,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638,mid,1969724269,12856.98575592041,1491.98291015625,0.11604453318066552,1491.9831504821777,1.6107820411240938e-07,0.0,0.0,0.0,0.0,3899,441.3329803359651,2664.0,0.5,True,,,,
sCMOS,content_026,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638,high,2765480175,12856.98575592041,2510.12255859375,0.19523414012011983,2510.122791290283,9.270325562648581e-08,0.0,0.0,0.0,0.0,6005,742.5008171885486,4481.57,0.5,True,,,,
sCMOS,content_027,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d,low,343436198,12885.357612609863,935.1195068359376,0.07257225875677764,935.1199989318848,5.262385647552042e-07,0.0,0.0,0.0,0.0,2569,273.6211706667714,1658.570000000007,0.499908447265625,True,,,,
sCMOS,content_027,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d,mid,1275882577,12885.357612609863,1491.98291015625,0.1157890184356363,1491.982048034668,5.778360972921353e-07,0.0,0.0,0.0,0.0,3897,436.5597359922146,2645.570000000007,0.5,True,,,,
sCMOS,content_027,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d,high,978924409,12885.357612609863,2510.12255859375,0.19480426031306225,2510.12154006958,4.057667090536346e-07,0.0,0.0,0.0,0.0,6005,734.4754192703413,4451.570000000007,0.5,True,,,,
sCMOS,content_028,c7fbea10827903103c51042a440d68b9cec02c34f14799c6e9232aa096cace22,low,1456642167,12859.457874298096,935.1195068359376,0.07271842374513622,935.1185874938965,9.831278616355569e-07,0.0,0.0,0.0,0.0,2560,275.8373138618685,1664.0,0.5,True,,,,
sCMOS,content_028,c7fbea10827903103c51042a440d68b9cec02c34f14799c6e9232aa096cace22,mid,152693319,12859.457874298096,1491.98291015625,0.1160222246334538,1491.9810676574707,1.2349328981951387e-06,0.0,0.0,0.0,0.0,3879,440.0984429732075,2654.570000000007,0.5,True,,,,
sCMOS,content_028,c7fbea10827903103c51042a440d68b9cec02c34f14799c6e9232aa096cace22,high,104632453,12859.457874298096,2510.12255859375,0.19519660806313419,2510.123306274414,2.9786619840641343e-07,0.0,0.0,0.0,0.0,6005,740.4241759736382,4466.570000000007,0.5,True,,,,
sCMOS,content_029,b7d8ddbef185fddbccc89c00398b65f7cc320ad9b53f5f231f3698755139436d,low,4226483093,12831.644550323486,935.1195068359376,0.07287604509060089,935.1197624206543,2.733177041167523e-07,0.0,0.0,0.0,0.0,2538,275.46885245497754,1654.0,0.5,True,,,,
sCMOS,content_029,b7d8ddbef185fddbccc89c00398b65f7cc320ad9b53f5f231f3698755139436d,mid,784298527,12831.644550323486,1491.98291015625,0.116273709445812,1491.9831428527832,1.5596461033106306e-07,0.0,0.0,0.0,0.0,3848,439.5125745574038,2638.0,0.5,True,,,,
sCMOS,content_029,b7d8ddbef185fddbccc89c00398b65f7cc320ad9b53f5f231f3698755139436d,high,1986203464,12831.644550323486,2510.12255859375,0.19561970788307642,2510.1214485168457,4.422401211033995e-07,0.0,0.0,0.0,0.0,5993,739.4374658800614,4439.0,0.5,True,,,,
sCMOS,content_030,3785b8aaf874dc2a30cc7a112d50d0aa43c42b0dc7c860d0ceddfae2aeb57c16,low,4182240317,12926.197929382324,935.1195068359376,0.07234296673659414,935.1205558776855,1.1218263978715585e-06,0.0,0.0,0.0,0.0,2531,275.2935933133032,1660.570000000007,0.5,True,,,,
sCMOS,content_030,3785b8aaf874dc2a30cc7a112d50d0aa43c42b0dc7c860d0ceddfae2aeb57c16,mid,2263029736,12926.197929382324,1491.98291015625,0.11542318308192145,1491.982521057129,2.6079328284866284e-07,0.0,0.0,0.0,0.0,3866,439.23229693772004,2648.140000000014,0.5,True,,,,
sCMOS,content_030,3785b8aaf874dc2a30cc7a112d50d0aa43c42b0dc7c860d0ceddfae2aeb57c16,high,469582396,12926.197929382324,2510.12255859375,0.19418877633677822,2510.1225509643555,3.0394510041470756e-09,0.0,0.0,0.0,0.0,5981,738.9665703727592,4455.140000000014,0.5,True,,,,
